SAMPLE_ID,NMFS_DNA_ID,collection,PofZ,z_score,TemporalAvail,SpatialAvail,FisheriesCollMonth,FisheriesCollSeason,FisheriesLatDD,FisheriesLongDD,MissingSBND
14-0174,NF001211,Chagulak,0.999729089,-0.421932391,1,1,10,nonbreeding,56.84,-165.76167,4922
14-0176,NF001213,Semidi,0.999925448,0.813669508,1,1,10,nonbreeding,56.43667,-170.56667,4924
14-0178,NF001214,Semidi,0.999719232,-1.609870091,1,1,9,breeding,57.41,-161.03306,4926
14-0179,NF001215,Semidi,0.999713817,1.291980086,1,1,10,nonbreeding,57.10167,-167.185,4927
14-0181,NF001217,StMatthew,0.986621877,0.617207563,1,1,10,nonbreeding,57.10167,-167.185,4929
14-0182,NF001218,Semidi,0.999930678,0.358206586,1,1,10,nonbreeding,56.905,-167.18333,4930
14-0183,NF001219,Semidi,0.99653772,0.3017442,1,1,10,nonbreeding,57.10167,-167.185,4931
14-0184,NF001220,Semidi,0.998428939,-0.598133363,1,1,10,nonbreeding,57.185,-167.26667,4932
14-0185,NF001221,StMatthew,0.997945137,-1.825664516,1,1,8,breeding,57.85833,-173.62167,
14-0186,NF001222,Semidi,0.998916712,1.21428634,1,1,9,breeding,57.18833,-172.98667,
14-0187,NF001223,Pribilof,0.998409328,0.788333527,1,1,10,nonbreeding,57.23167,-164.67667,4935
14-0189,NF001225,Semidi,0.999528042,-0.409034957,1,1,10,nonbreeding,55.64833,-167.19667,
14-0190,NF001226,Pribilof,0.919722419,-1.329376661,1,1,10,nonbreeding,55.64833,-167.19667,
14-0191,NF001227,Semidi,0.999947709,-0.420172537,1,1,10,nonbreeding,55.64833,-167.19667,
14-0193,NF001229,Pribilof,0.999443966,-0.439989059,1,1,10,nonbreeding,56.84167,-166.45,4941
14-0194,NF001230,Chagulak,0.99999168,0.260700903,1,1,10,nonbreeding,57.98333,-167.25,4942
14-0195,NF001231,Chagulak,0.997412347,1.132195555,1,1,9,breeding,56.94833,-163.95167,4943
14-0196,NF001232,Chagulak,0.979433085,0.340173856,1,1,12,nonbreeding,56.74667,-152.34944,4944
14-0198,NF001234,Pribilof,0.993024057,1.318000982,1,1,7,breeding,57.76,-171.845,
14-0200,NF001236,Chagulak,0.997951013,1.31675465,1,1,7,breeding,55.355,-164.44333,
14-0201,NF001237,Semidi,0.999446312,1.22090041,1,1,7,breeding,58.98,-175.615,4949
14-0202,NF001238,Semidi,0.999924709,1.166989057,1,1,7,breeding,58.84167,-174.85167,4950
14-0204,NF001240,Semidi,0.998381752,-0.555675169,1,1,7,breeding,58.575,-173.89833,
14-0205,NF001241,StMatthew,0.991290349,-1.561339909,1,1,8,breeding,56.52472,-170.15139,
14-0206,NF001242,Pribilof,0.999922383,1.579120738,1,1,8,breeding,56.52472,-170.15139,
14-0208,NF001244,Semidi,0.999692271,0.919223876,1,1,8,breeding,56.52472,-170.15139,
14-0210,NF001246,StMatthew,0.9997534,0.422757164,1,1,8,breeding,56.52472,-170.15139,4958
14-0211,NF001247,Chagulak,0.976089599,0.397220874,1,1,7,breeding,58.81333,-174.05,4959
14-0212,NF001248,Semidi,0.999797669,1.63180361,1,1,7,breeding,58.81333,-174.05,
14-0213,NF001249,Pribilof,0.988532642,-0.128652998,1,1,8,breeding,58.83333,-174.19667,
14-0215,NF001251,StMatthew,0.997777746,-1.890065717,1,1,8,breeding,58.42,-174.40833,
14-0216,NF001252,StMatthew,0.999918162,0.760710316,1,1,9,breeding,58.87333,-176.23333,
14-0217,NF001253,Semidi,0.999459773,-0.459422205,1,1,7,breeding,59.54,-174.98,
14-0218,NF001254,Semidi,0.999950585,0.13492267,1,1,8,breeding,58.51167,-174.43,4966
14-0221,NF001256,Semidi,0.998652736,1.154730623,1,1,6,breeding,56.81667,-171.38333,4969
14-0222,NF001257,Chagulak,0.997913,1.43399531,1,1,7,breeding,56.81667,-171.38333,
14-0224,NF001259,Semidi,0.995987178,0.81332683,1,1,7,breeding,58.76833,-173.95833,4972
14-0227,NF001262,Chagulak,0.996731873,0.583840109,1,1,6,breeding,57.53,-173.17833,4975
14-0229,NF001264,Pribilof,0.999861007,0.732702152,1,1,8,breeding,58.47167,-172.52167,
14-0230,NF001265,Semidi,0.99817254,0.592328173,1,1,4,nonbreeding,58.10833,-148.78333,
14-0231,NF001266,StMatthew,0.998606777,0.286348324,1,1,7,breeding,57.95833,-173.01167,4979
14-0235,NF001270,StMatthew,0.997763949,1.031580174,1,1,7,breeding,57.915,-173.1,
14-0237,NF001272,Pribilof,0.99995892,0.003598851,1,1,5,breeding,57.035,-173.135,
14-0238,NF001273,Pribilof,0.994226449,1.104146031,1,1,5,breeding,57.035,-173.135,
14-0244,NF001274,Pribilof,0.98391467,0.421155113,1,1,6,breeding,59.15,-175.08333,
14-0245,NF001275,Pribilof,0.999995189,1.388144325,1,1,6,breeding,59.13333,-174.67167,
14-0246,NF001276,Semidi,0.999946312,0.261006304,1,1,6,breeding,59.25333,-175.09,
14-0248,NF001278,Chagulak,0.99550769,1.670626616,1,1,7,breeding,59.03833,-173.66167,4996
14-0250,NF001280,Semidi,0.998962415,0.29096715,1,1,6,breeding,59.30667,-174.66333,
14-0252,NF001282,Pribilof,0.997783689,0.87527893,1,1,8,breeding,56.325,-171.01778,
14-0253,NF001283,Semidi,0.999820254,1.332971047,1,1,6,breeding,56.83833,-171.83167,
14-0255,NF001285,StMatthew,0.994552104,-0.73102447,1,1,7,breeding,58.91667,-173.96167,
14-0256,NF001286,Chagulak,0.999992637,-0.090532409,1,1,7,breeding,58.90667,-174.145,
14-0257,NF001287,StMatthew,0.999284785,-0.550002099,1,1,4,nonbreeding,56.785,-172.335,
14-0476,NF001288,Pribilof,0.995488157,0.326048075,1,1,7,breeding,58.605,-177.375,5048
14-0479,NF001291,StMatthew,0.999446691,-0.301797969,1,1,7,breeding,58.605,-177.36833,5051
14-0480,NF001292,StMatthew,0.998518026,0.260242879,1,1,6,breeding,58.69,-172.93333,5052
14-0484,NF001296,StMatthew,0.999919796,-0.54046618,1,1,4,nonbreeding,57.3,-173.61833,5056
14-0485,NF001297,Semidi,0.98601408,1.318111726,1,1,3,nonbreeding,56.11167,-170.535,
14-0492,NF001301,Semidi,0.960510211,1.249391755,1,1,3,nonbreeding,56.795,-170.89833,
14-0494,NF001303,StMatthew,0.982229637,0.955695534,1,1,2,nonbreeding,55.78333,-164.35,
14-0495,NF001304,Semidi,0.999979243,1.252646208,1,1,2,nonbreeding,55.66667,-164,
14-0496,NF001305,Chagulak,0.999933922,-0.421509219,1,1,3,nonbreeding,51.98833,-171.84556,5065
14-0497,NF001306,Pribilof,0.999319148,-0.293151229,1,1,3,nonbreeding,51.98833,-171.84556,5066
14-0500,NF001308,StMatthew,0.997011087,0.550918055,1,1,1,nonbreeding,56.28167,-165.895,5069
14-0502,NF001310,Semidi,0.999346675,-0.902500058,1,0,2,nonbreeding,,,
14-0504,NF001312,Chagulak,0.999984633,1.441562685,1,1,2,nonbreeding,55.67667,-163.73667,
14-0505,NF001313,Chagulak,0.955835709,-0.729005002,1,1,11,nonbreeding,56.22167,-170.4,
14-0506,NF001314,Semidi,0.996979926,1.444242307,1,1,11,nonbreeding,56.22,-170.37167,
14-0509,NF001316,StMatthew,0.99667167,0.597047753,1,1,11,nonbreeding,56.29167,-171.35,
14-0510,NF001317,Chagulak,0.975195912,0.219976006,1,1,11,nonbreeding,56.26667,-171.19,5079
14-0512,NF001318,Chagulak,0.999846844,-0.471923978,1,1,11,nonbreeding,56.25833,-170.655,
14-0515,NF001320,StMatthew,0.999627792,-0.405201249,1,1,11,nonbreeding,56.25833,-170.655,
14-0517,NF001321,Semidi,0.990316046,-2.447251223,1,1,11,nonbreeding,59.15,-177.65833,5086
14-0519,NF001323,Pribilof,0.988097159,0.364874671,1,1,11,nonbreeding,56.81,-166.54833,5088
14-0520,NF001324,Pribilof,0.998212845,0.908135895,1,1,11,nonbreeding,56.81,-166.54833,5089
14-0522,NF001326,Semidi,0.99337909,1.363546982,1,1,9,breeding,57.03333,-163.62167,
14-0523,NF001327,Semidi,0.999511234,0.038495922,1,1,4,nonbreeding,56.40167,-170.76667,
14-0524,NF001328,Pribilof,0.992768237,-1.091196133,1,1,5,breeding,51.8,175.46667,
14-0526,NF001329,Semidi,0.99652952,1.729648177,1,1,4,nonbreeding,56.40167,-170.76667,
14-0527,NF001330,Pribilof,0.997667918,0.073564184,1,1,4,nonbreeding,57.3,-173.61833,5096
14-0528,NF001331,Pribilof,0.999672638,-1.725181692,1,1,1,nonbreeding,56.48667,-168.67333,5097
14-0529,NF001332,StMatthew,0.999444134,-0.29938933,1,1,3,nonbreeding,56.25,-169.6,
14-0530,NF001333,Semidi,0.999613589,0.648393089,1,1,9,breeding,56.90667,-170.91833,
14-0531,NF001334,StMatthew,0.99946854,-0.919961571,1,1,8,breeding,56.78667,-170.685,
14-0534,NF001337,StMatthew,0.999849377,0.605685975,1,1,10,nonbreeding,56.95667,-165.24333,
14-0535,NF001338,StMatthew,0.995559244,1.927769481,1,1,10,nonbreeding,56.09,-166.05333,
14-0536,NF001339,StMatthew,0.99875617,-0.497736158,1,1,12,nonbreeding,57.87167,-171.2,
14-0537,NF001340,StMatthew,0.999902855,0.090188469,1,1,11,nonbreeding,56.53833,-170.32333,
14-0538,NF000855,StMatthew,0.999645924,0.202179815,1,1,9,breeding,56.515,-166.44167,
14-0540,NF000857,StMatthew,0.995864203,-0.848939471,1,1,11,nonbreeding,56.53833,-170.32333,5109
14-0541,NF000858,Pribilof,0.999976251,0.228590324,1,1,3,nonbreeding,56.17333,-165.97333,
14-0542,NF000859,StMatthew,0.992615679,-0.00169684,1,1,1,nonbreeding,56.455,-171.33167,5111
14-0543,NF000860,Semidi,0.998866705,1.320134626,1,1,10,nonbreeding,59.19667,-147.095,
14-0544,NF000861,Chagulak,0.999546166,-0.354012048,1,1,10,nonbreeding,57.25667,-163.935,
14-0545,NF000862,Pribilof,0.999002814,2.453490266,1,1,10,nonbreeding,57.63833,-165.33167,
14-0688,NF000863,Chagulak,0.924919264,1.420615443,1,1,2,nonbreeding,56.28833,-169.45833,
14-0689,NF000864,Semidi,0.997315237,1.170198225,1,1,4,nonbreeding,56.575,-172.62667,
14-0690,NF000865,Pribilof,0.998229274,1.175879724,1,1,4,nonbreeding,56.575,-172.62667,
14-0692,NF000867,Semidi,0.961323005,1.713460994,1,1,6,breeding,58.10167,-172.11333,
14-0693,NF000868,Pribilof,0.998749391,-0.309479644,1,1,1,nonbreeding,55.47167,-164.41,
14-0694,NF000869,Semidi,0.988373912,1.734019925,0,0,,,,,5125
14-0696,NF000871,Pribilof,0.997822297,1.449260898,1,1,7,breeding,58.96972,-172.95528,
14-0699,NF000874,StMatthew,0.999985702,-0.427232802,1,1,6,breeding,60.09278,-174.85278,5130
14-0700,NF000875,Pribilof,0.998836896,1.419607541,1,1,6,breeding,60.09278,-174.85278,5131
14-0701,NF000876,Pribilof,0.992600763,2.258219332,1,1,6,breeding,60.09278,-174.85278,5132
14-0702,NF000877,StMatthew,0.999836861,-0.312194696,1,1,6,breeding,59.83528,-173.03611,
14-0703,NF000878,StMatthew,0.999892012,-1.849424508,1,1,6,breeding,59.02833,-173.025,
14-0707,NF000882,StMatthew,0.999667601,2.427408906,1,1,6,breeding,58.44167,-172.60833,
14-0708,NF000883,Semidi,0.994020396,-0.495199059,1,1,7,breeding,57.60333,-173.40833,
14-0709,NF000884,Semidi,0.999050239,1.525756405,1,1,12,nonbreeding,56.69444,-165.55972,
14-0710,NF000885,Pribilof,0.999981913,0.158089636,1,1,12,nonbreeding,57.16694,-171.15028,
14-0711,NF000886,StMatthew,0.999830776,-1.032798007,1,1,12,nonbreeding,57.16694,-171.15028,
14-0712,NF000887,Semidi,0.95288043,1.907914875,1,1,12,nonbreeding,57.16694,-171.15028,
14-0714,NF000889,Pribilof,0.999797527,-2.337488158,1,1,12,nonbreeding,55.705,-163.97333,5145
14-0716,NF000891,Semidi,0.999847001,-1.095146398,1,1,2,nonbreeding,55.96833,-165.92667,
14-0717,NF000892,Chagulak,0.918743266,0.651667475,1,1,2,nonbreeding,56.03333,-165.96667,
14-0718,NF000893,Chagulak,0.997238438,1.254735766,1,1,2,nonbreeding,55.98333,-165.93333,
14-0719,NF000894,Semidi,0.99995351,-1.411437055,1,1,2,nonbreeding,55.98333,-165.7,
14-0720,NF000895,Semidi,0.999941521,0.534504722,1,1,10,nonbreeding,57.17167,-167.055,
14-0722,NF000897,StMatthew,0.999141779,-0.418736617,1,1,10,nonbreeding,56.73667,-166.89333,
14-0723,NF000898,Semidi,0.999332289,0.325262924,1,1,10,nonbreeding,57.17167,-167.055,
14-0724,NF000899,Semidi,0.99955834,0.859254797,1,1,11,nonbreeding,56.275,-166.45333,
14-0725,NF000900,Pribilof,0.999630057,1.538219498,1,1,11,nonbreeding,56.275,-166.45333,
14-0726,NF000901,Semidi,0.997107947,0.791512734,1,1,11,nonbreeding,56.275,-166.45333,
14-0729,NF000904,StMatthew,0.99989329,0.96370165,1,1,10,nonbreeding,56.03167,-165.12,
14-0731,NF000906,Pribilof,0.999923887,1.232382794,1,1,3,nonbreeding,55.05667,-164.35167,
14-0732,NF000907,StMatthew,0.999898284,0.799035414,1,1,2,nonbreeding,55.18833,-164.55333,
14-0733,NF000908,Chagulak,0.998741663,0.821486882,1,1,2,nonbreeding,55.18833,-164.55333,
15-0138,NF000909,Pribilof,0.994978145,1.438438537,1,1,2,nonbreeding,56.08333,-169.92,
15-0139,NF000910,Semidi,0.914237166,1.042008846,1,1,2,nonbreeding,56.17,-170.12667,
15-0140,NF000911,Semidi,0.973934645,1.220281238,1,1,2,nonbreeding,56.08333,-169.92,5216
15-0141,NF000912,Chagulak,0.997371696,-0.469210928,1,1,2,nonbreeding,56.17,-170.12667,
15-0146,NF000916,Pribilof,0.99366653,1.940756427,1,1,3,nonbreeding,56.13667,-170.08333,
15-0148,NF000918,StMatthew,0.999098141,0.479510644,1,1,2,nonbreeding,56.19833,-170.77667,
15-0150,NF000919,Pribilof,0.987815931,1.274147397,1,1,2,nonbreeding,56.17,-170.12667,
15-0151,NF000920,StMatthew,0.999892731,-0.08350963,1,1,9,breeding,58.17667,-173.79333,5227
15-0156,NF000922,Pribilof,0.998938205,-0.539534146,1,1,11,nonbreeding,56.59972,-170.70833,
15-0157,NF000923,Pribilof,0.995836051,-0.357530653,1,1,2,nonbreeding,55.9675,-163.11861,
15-0158,NF000924,Semidi,0.9974615,1.579795369,1,1,2,nonbreeding,56.16667,-165.73333,
15-0159,NF000925,Semidi,0.968286399,1.759551675,1,1,12,nonbreeding,58.43333,-171.775,5232
15-0160,NF000926,Pribilof,0.998299537,0.385645775,1,1,12,nonbreeding,58.43333,-171.775,5233
15-0161,NF000927,Semidi,0.999531969,-0.477509531,1,1,2,nonbreeding,54.89667,-165.65333,
15-0162,NF000928,Semidi,0.984239897,0.511478923,1,1,2,nonbreeding,55.07833,-164.75167,
15-0163,NF000929,Pribilof,0.995621907,0.399724557,1,1,2,nonbreeding,56.265,-165.37167,5236
15-0164,NF000930,StMatthew,0.995776635,1.675537988,1,1,12,nonbreeding,58.26667,-171.42333,5237
15-0166,NF000932,Pribilof,0.906287122,2.268821957,1,1,12,nonbreeding,58.455,-171.81833,5239
15-0170,NF000934,StMatthew,0.995670908,0.322577042,1,1,6,breeding,58.56667,-176.23,
15-0176,NF001100,StMatthew,0.985165199,2.155677547,0,0,,,,,5249
15-0177,NF001101,Semidi,0.998724213,1.275076219,1,1,10,nonbreeding,59.68167,-176.57333,
15-0262,NF001102,Pribilof,0.999997418,0.72013814,1,1,2,nonbreeding,57.15,-171.275,
15-0263,NF001103,Semidi,0.999996763,0.336239619,1,1,11,nonbreeding,46.445,-124.655,
15-0264,NF001104,Chagulak,0.98264585,0.933118817,1,1,11,nonbreeding,43.27167,-124.89333,
15-0265,NF001105,Semidi,0.99945916,1.142052401,1,1,11,nonbreeding,43.435,-124.715,
15-0266,NF001106,Semidi,0.999992606,1.028097339,1,1,11,nonbreeding,42.54333,-124.79667,
15-0267,NF001107,Semidi,0.998686366,0.363888475,1,1,11,nonbreeding,42.24667,-124.68167,
15-0269,NF001109,Semidi,0.997421262,0.869110572,1,1,11,nonbreeding,43.38333,-124.7,
15-0270,NF001110,Semidi,0.999873089,-0.244409503,1,1,11,nonbreeding,46.29,-124.72833,
15-0272,NF001112,StMatthew,0.993617761,0.091837269,1,1,11,nonbreeding,46.29,-124.72833,
15-0273,NF001113,Pribilof,0.999999072,-0.838514855,1,1,11,nonbreeding,46.29,-124.72833,
15-0274,NF001114,Chagulak,0.999642309,1.422404597,1,1,2,nonbreeding,56.17,-170.12667,
15-0277,NF001116,StMatthew,0.99886443,0.209927953,1,1,9,breeding,58.69167,-177.46833,
15-0278,NF001117,StMatthew,0.963300507,1.419982252,1,1,8,breeding,56.69167,-169.34167,5307
15-0280,NF001119,Pribilof,0.996714776,0.15334955,1,1,9,breeding,58.69167,-177.46833,
15-0283,NF001122,Semidi,0.999922878,0.45452431,1,1,2,nonbreeding,55.10667,-164.755,
15-0284,NF001123,Pribilof,0.998207885,0.903303978,1,1,2,nonbreeding,56.34167,-163.3,5313
15-0287,NF001126,Semidi,0.999733851,0.806741632,0,0,,,,,5316
15-0337,NF001128,Pribilof,0.999935958,-1.127505162,1,1,4,nonbreeding,56.92333,-166.50833,5345
15-0339,NF001130,StMatthew,0.999992301,-1.00457625,1,1,2,nonbreeding,55.06,-164.35167,
15-0340,NF001131,Pribilof,0.998414554,-1.052691338,1,1,4,nonbreeding,56.49333,-168.925,5347
15-0341,NF001132,StMatthew,0.955990922,0.597649555,1,1,4,nonbreeding,58.91167,-177.80333,
15-0342,NF001133,Pribilof,0.999967762,0.459024017,1,1,5,breeding,57.53833,-172.42833,5349
15-0345,NF001136,Semidi,0.996197983,-0.158749092,1,1,11,nonbreeding,46.29333,-124.685,
15-0347,NF001138,Semidi,0.999997927,0.184391464,1,1,11,nonbreeding,46.29333,-124.685,
15-0348,NF001139,Semidi,0.990640853,1.622985928,1,1,11,nonbreeding,46.29333,-124.685,
15-0349,NF001140,Semidi,0.999756326,0.137912462,1,1,11,nonbreeding,46.29333,-124.685,
15-0350,NF001141,Chagulak,0.974816085,1.123416226,1,1,11,nonbreeding,46.29333,-124.685,
15-0353,NF001143,StMatthew,0.990089458,0.460386959,1,1,2,nonbreeding,56.58167,-166.03,5360
15-0354,NF001144,Pribilof,0.999849664,0.176193372,1,1,2,nonbreeding,56.13833,-170.545,
15-0355,NF001145,Semidi,0.999479338,0.096393194,1,1,5,breeding,57.00833,-167.82833,5363
15-0356,NF001146,Pribilof,0.998620796,1.034291928,1,1,5,breeding,57.11167,-167.855,
15-0357,NF001147,StMatthew,0.999564666,-0.251863386,1,1,5,breeding,57.11167,-167.855,
15-0358,NF001148,Semidi,0.999914374,0.505162801,1,1,5,breeding,57.115,-167.94833,
15-0359,NF001149,StMatthew,0.945440427,-1.627461175,1,1,5,breeding,57.115,-167.94833,5367
15-0361,NF001151,StMatthew,0.990231002,-0.992093003,1,1,5,breeding,57.115,-167.94833,
15-0362,NF001152,Pribilof,0.997829627,1.017887098,1,1,5,breeding,57.115,-167.94833,
15-0364,NF001153,Chagulak,0.999283087,0.411907022,1,1,4,nonbreeding,55.83833,-168.77167,5372
15-0365,NF001154,StMatthew,0.99978911,-0.372244533,1,1,5,breeding,57.41833,-171.43333,
15-0366,NF001155,Pribilof,0.999976925,1.062767808,1,1,5,breeding,57.41833,-171.43333,
15-0367,NF001156,Semidi,0.999179056,0.423772938,1,1,4,nonbreeding,58.88,-177.78333,
15-0368,NF001157,StMatthew,0.997577206,2.310559572,1,1,5,breeding,58.08,-172.41333,5376
15-0369,NF001158,StMatthew,0.995067952,-0.08768815,1,1,4,nonbreeding,56.43333,-169.68167,5377
15-0374,NF001162,Chagulak,0.995352801,-0.170952695,1,1,11,nonbreeding,54.875,-165.37,
15-0375,NF001163,StMatthew,0.991887178,-0.093256287,1,1,12,nonbreeding,58.12,-172.01167,
15-0376,NF001164,Semidi,0.999455323,0.315655823,1,1,2,nonbreeding,57.41,-173.605,
15-0377,NF001165,StMatthew,0.999725165,0.246105799,1,1,1,nonbreeding,55.94,-162.87333,5384
15-0378,NF001166,Pribilof,0.994626903,-0.189222811,1,1,2,nonbreeding,56.15833,-170.7,
15-0380,NF001167,Chagulak,0.99865995,1.369966201,1,1,1,nonbreeding,55.085,-160.355,5387
15-0381,NF001168,Pribilof,0.998359205,-0.17674781,1,1,1,nonbreeding,56.25667,-161.84333,
15-0382,NF001169,Semidi,0.999077993,-0.294794815,1,1,1,nonbreeding,58.06,-174.075,5389
15-0385,NF001170,StMatthew,0.998767097,-0.251557596,1,1,5,breeding,58.08,-172.41333,5392
15-0386,NF001171,Pribilof,0.998661338,0.755441561,1,1,4,nonbreeding,56.78333,-169.91,5393
15-0391,NF001173,Semidi,0.999193097,1.114118948,1,1,7,breeding,58.56167,-173.675,
15-0392,NF001174,Semidi,0.999995709,0.362297456,1,1,7,breeding,56.22333,-165.19,
15-0393,NF001175,Pribilof,0.999817378,0.842082991,1,1,2,nonbreeding,55.51,-163.57333,5400
15-0395,NF001177,StMatthew,0.999389434,0.316699796,1,1,4,nonbreeding,57.31833,-171.945,5402
15-0396,NF001178,Pribilof,0.998577291,1.411990129,1,1,4,nonbreeding,56.75167,-169.65,5403
15-0397,NF001017,Pribilof,0.999562031,0.609062757,1,1,4,nonbreeding,55.03833,-164.435,5404
15-0410,NF001019,Pribilof,0.993762615,1.179515337,1,1,4,nonbreeding,57.31833,-171.945,5406
15-0420,NF001021,Chagulak,0.999280163,1.011926723,1,1,2,nonbreeding,56.02,-169.94167,
15-0422,NF001023,Pribilof,0.999042728,1.976989193,1,1,2,nonbreeding,56.17,-170.12667,
15-0423,NF001024,Pribilof,0.994329605,0.382667665,1,1,8,breeding,57.25667,-172.70167,
15-0424,NF001025,Pribilof,0.998057357,2.478220334,1,1,11,nonbreeding,59.635,-173.09167,5415
15-0427,NF001028,Chagulak,0.999199948,1.190496304,1,1,7,breeding,56.54667,-171.51667,
15-0428,NF001029,Semidi,0.999935861,1.301308783,1,1,8,breeding,56.485,-164.57833,
15-0429,NF001030,StMatthew,0.998752582,-0.050834512,1,1,8,breeding,59.04833,-176.20667,
15-0430,NF001031,Chagulak,0.99904316,0.556782632,1,1,7,breeding,57.78333,-150.03333,
15-0432,NF001033,Semidi,0.996813881,1.225107026,1,1,11,nonbreeding,51.91667,-171.95,
15-0433,NF001034,Pribilof,0.996462655,0.901416794,1,1,11,nonbreeding,55.60833,-168.605,5424
15-0454,NF001035,Semidi,0.999988053,0.09543358,1,1,10,nonbreeding,55.885,-166.32833,
15-0456,NF001037,Pribilof,0.996681698,0.776724878,1,1,7,breeding,56.34,-169.49167,5447
16-0034,NF001041,Pribilof,0.998501601,0.543673664,1,1,11,nonbreeding,54.98833,-164.90167,
16-0036,NF001042,Semidi,0.999918539,0.788439988,1,1,11,nonbreeding,55.00667,-164.88667,
16-0038,NF001044,Pribilof,0.994705348,0.209095725,1,1,11,nonbreeding,55.10833,-164.65167,
16-0039,NF001045,StMatthew,0.998995326,-0.186727172,1,1,11,nonbreeding,55.00667,-164.88667,
16-0040,NF001046,Semidi,0.999994698,1.283584365,1,1,11,nonbreeding,54.98833,-164.90167,
16-0042,NF001048,Semidi,0.999657629,1.309269492,1,1,11,nonbreeding,55.10833,-164.65167,
16-0043,NF001049,Pribilof,0.993892524,0.85023032,1,1,11,nonbreeding,55.10833,-164.65167,
16-0044,NF001050,Semidi,0.999915556,1.138058175,1,1,11,nonbreeding,55.10833,-164.65167,
16-0045,NF001051,StMatthew,0.999904547,-1.728042262,1,1,11,nonbreeding,55.10833,-164.65167,
16-0047,NF001053,StMatthew,0.987565912,-0.735227592,1,1,8,breeding,56.275,-169.05167,
16-0048,NF001054,StMatthew,0.995281118,0.22621136,1,1,8,breeding,59.16167,-175.00667,
16-0050,NF001055,StMatthew,0.969115086,1.094239256,1,1,7,breeding,56.41,-165.76167,5516
16-0053,NF001058,StMatthew,0.999650335,1.3088418,1,1,6,breeding,57.895,-172.015,5519
16-0055,NF001060,Semidi,0.997694847,-1.976661369,1,1,7,breeding,58.20833,-172.45833,
16-0056,NF001061,Pribilof,0.999993688,0.064024244,1,1,7,breeding,56.33333,-169.56,
16-0057,NF001062,Chagulak,0.999272415,-0.951033783,1,1,11,nonbreeding,56.89833,-164.925,
16-0059,NF001064,Chagulak,0.999545714,0.779265192,1,1,8,breeding,59.02333,-176.1,
16-0060,NF001065,Semidi,0.998812397,0.042011729,1,1,8,breeding,51.91667,-172.61667,
16-0061,NF001066,Pribilof,0.984305265,2.036493951,1,1,10,nonbreeding,59.54,-172.64,
16-0062,NF001067,Pribilof,0.999983562,0.4248478,1,1,7,breeding,58.44333,-173.44,5528
16-0063,NF001068,Semidi,0.988556424,1.97340045,1,1,11,nonbreeding,55.45,-167.82,5529
16-0064,NF001069,Chagulak,0.985237659,2.068741175,1,1,11,nonbreeding,55.60833,-168.605,5530
16-0065,NF001070,Chagulak,0.99969809,0.962060033,1,1,11,nonbreeding,55.60833,-168.605,5531
16-0156,NF001072,Semidi,0.999883153,-1.052860908,1,1,8,breeding,56.22,-169.90667,5533
16-0157,NF001073,Pribilof,0.999108281,1.823637975,1,1,8,breeding,56.53667,-171.54167,
16-0159,NF001074,StMatthew,0.997190754,-0.451000919,1,1,12,nonbreeding,58.51,-172.825,5536
16-0162,NF001076,StMatthew,0.998710565,0.679259321,1,1,11,nonbreeding,58.85167,-173.685,5539
16-0163,NF001077,StMatthew,0.999692964,1.558542171,1,1,11,nonbreeding,57.31833,-171.22,5540
16-0164,NF001078,Chagulak,0.999901315,-0.195157258,1,1,11,nonbreeding,59.71833,-173.08667,
16-0168,NF001080,Semidi,0.998478827,0.292018958,1,1,10,nonbreeding,55.00333,-165.47,
16-0170,NF001082,StMatthew,0.985146303,0.363761471,1,1,10,nonbreeding,56.64667,-167.20333,5545
16-0173,NF001085,Semidi,0.999784509,1.371132576,1,1,11,nonbreeding,56.52,-171.695,5548
16-0179,NF001088,Semidi,0.99770253,-1.117495821,1,1,6,breeding,51.265,179.26333,5554
16-0180,NF001089,Chagulak,0.995649815,0.779859868,1,1,2,nonbreeding,52.25167,-173.665,5555
16-0182,NF001091,Semidi,0.999987628,0.771261726,1,1,10,nonbreeding,54.825,-165.34,
16-0186,NF001092,Pribilof,0.99813642,0.88223541,1,1,10,nonbreeding,58.87,-175.145,5561
16-0187,NF001093,Chagulak,0.994274309,0.441822297,1,1,10,nonbreeding,55.01833,-165.25333,
16-0191,NF001094,Pribilof,0.99826766,0.394750398,1,1,10,nonbreeding,55.66667,-166.05333,
16-0192,NF001095,Semidi,0.999364283,-0.259872432,1,1,10,nonbreeding,55.66667,-166.05333,
16-0193,NF001096,Pribilof,0.999304239,-0.694126398,1,1,8,breeding,58.905,-175.14667,5568
16-0195,NF000936,StMatthew,0.998836751,-0.976230767,1,1,10,nonbreeding,54.74333,-165.49667,
16-0225,NF000937,Semidi,0.998424949,0.765736252,1,1,8,breeding,52.86694,-170.51778,
16-0227,NF000939,Pribilof,0.979624781,1.98033936,1,1,8,breeding,60.07333,-173.67667,
16-0230,NF000941,Pribilof,0.999122328,0.483253112,1,1,3,nonbreeding,56.3,-169.46667,
16-0231,NF000942,Pribilof,0.999792116,-0.924712158,1,1,2,nonbreeding,57.3,-173.82167,5590
16-0232,NF000943,Semidi,0.999792338,0.323377077,1,1,3,nonbreeding,56.41889,-171.08917,5591
16-0233,NF000944,StMatthew,0.999409002,0.79924221,1,1,3,nonbreeding,56.18167,-169.83333,5592
