SAMPLE_ID,NMFS_DNA_ID,collection,PofZ,z_score
16-0237,NF000612,Pribilof,0.9854425368987186,1.2495546154030488
16-0238,NF000613,StMatthew,0.9864135442677747,0.350019406713466
16-0241,NF000616,StMatthew,0.9866516704714925,0.43493458424065445
16-0242,NF000617,Semidi,0.9981192518250652,1.53211468731109
16-0243,NF000618,Chagulak,0.9999775695160947,-1.321390132686259
16-0244,NF000619,Pribilof,0.9976446406299851,2.079471563125311
16-0245,NF000620,Semidi,0.9511764521548574,1.533391967588746
16-0247,NF000622,Semidi,0.9865675562102192,2.4843467640587793
16-0249,NF000624,Chagulak,0.9985064517678244,-0.6362092802503198
16-0250,NF000625,Chagulak,0.9998268220604534,0.32038502799825436
16-0251,NF000626,Chagulak,0.9999471761488916,0.23176168446352713
16-0252,NF000627,Semidi,0.9997622255378934,0.634327538466743
16-0257,NF000632,StMatthew,0.9896012624318957,1.300167094692589
16-0258,NF000633,Chagulak,0.9998144040664393,-1.258376594311787
16-0260,NF000635,StMatthew,0.9989303102708664,0.7910131380939851
16-0262,NF000637,Semidi,0.9947557165465817,0.20758494823688295
16-0263,NF000638,StMatthew,0.9991494944017232,0.660783085940529
16-0265,NF000640,Semidi,0.9966987366484551,0.43535122696766393
16-0270,NF000644,Pribilof,0.9862733729135073,1.8374392381250222
16-0271,NF000645,Chagulak,0.9804298261711251,0.0064535213221992484
16-0272,NF000646,Semidi,0.9943446707231265,1.4193823849788938
16-0273,NF000647,Chagulak,0.9987549122682493,1.7790347876032533
16-0274,NF000648,Chagulak,0.9989776637278063,0.7888098737677657
16-0275,NF000649,StMatthew,0.9894988656366812,1.739636340977293
16-0277,NF000651,StMatthew,0.9996177431447952,0.051659025059690784
16-0278,NF000652,Semidi,0.9999875582920841,-0.3719434349892768
16-0279,NF000653,Pribilof,0.9963206696322466,-0.42924761435712283
16-0418,NF000657,StMatthew,0.9987179885154255,0.4729281231112361
16-0419,NF000658,StMatthew,0.9999728922274704,0.5752398734729721
16-0420,NF000659,Chagulak,0.9998030806485412,-0.8842805592090116
16-0421,NF000660,Semidi,0.9998967483892407,0.8957927125597177
16-0423,NF000662,StMatthew,0.9953598713381091,-0.44674121931125443
16-0424,NF000663,Semidi,0.9990739029941907,-0.03491766793706966
16-0425,NF000664,Pribilof,0.9998673983520271,0.03603666959592544
16-0427,NF000666,Pribilof,0.9997297251887313,1.0065724949619343
16-0428,NF000667,Pribilof,0.9984780299294188,1.4402517990513894
16-0429,NF000668,Semidi,0.9997383200848302,1.2886682624180712
17-0191,NF000669,Chagulak,0.9999095817567961,-0.45453544861716566
17-0192,NF000670,Pribilof,0.9969971552869873,0.4918185554616823
17-0193,NF000671,Pribilof,0.9964668670446277,0.9018462640176999
17-0195,NF000673,Pribilof,0.9888946325202242,0.8668043303171284
17-0197,NF000675,StMatthew,0.9963571183860903,0.5347318620012702
17-0198,NF000676,StMatthew,0.999664840244969,-0.16475128029022282
17-0199,NF000677,StMatthew,0.9999973959668663,1.1060861325042497
17-0200,NF000678,Semidi,0.9587722363797803,0.6129355372646855
17-0204,NF000681,Semidi,0.9907475912471704,0.31493707884544087
17-0206,NF000683,Semidi,0.9995851790145526,0.6705724577600628
17-0210,NF000686,Pribilof,0.9999734107948466,-0.03919022894598944
17-0212,NF000688,Semidi,0.9948958666785553,0.9621536073898584
17-0214,NF000690,Semidi,0.9977517758363917,-0.2913648433315709
17-0215,NF000691,Chagulak,0.993654866922744,-0.6549780032607422
17-0216,NF000692,Semidi,0.9999656503083031,-0.03760418193169951
17-0218,NF000694,Semidi,0.9889384131557425,0.04699954213879836
17-0240,NF000697,Semidi,0.9992708313334129,-0.572477765570351
17-0242,NF000699,StMatthew,0.9999975188286336,-1.9415876818884683
17-0243,NF000700,StMatthew,0.9989150765417697,1.7180501980935365
17-0244,NF000701,StMatthew,0.9840773523140823,-0.2848923272493239
17-0245,NF000702,StMatthew,0.9972056120761582,1.152531014921733
17-0247,NF000704,StMatthew,0.9845699944957218,0.5552806452304391
17-0248,NF000705,Semidi,0.9996190536983276,-0.02837477396722898
17-0249,NF000706,Pribilof,0.9998915082646808,1.287102515514168
17-0250,NF000707,Pribilof,0.9997957987991352,0.2425895432948494
17-0251,NF000708,StMatthew,0.9986281350618671,-0.5758809764563347
17-0254,NF000711,Pribilof,0.9987495229073292,0.43385831686726795
17-0257,NF000714,Chagulak,0.9864277679535665,-1.9819883158337104
17-0259,NF000716,Semidi,0.9995021679488273,1.0094815561068589
17-0260,NF000717,Semidi,0.9927028506859011,2.098997181077409
17-0262,NF000719,Semidi,0.9980230504412166,0.383726201235555
17-0266,NF000723,StMatthew,0.9981201905680688,0.9388017554532941
17-0267,NF000724,Semidi,0.9925558794723145,-0.5119228409563662
17-0268,NF000725,Pribilof,0.9951878443345009,0.3583846611159784
17-0276,NF000730,StMatthew,0.9697888535920944,1.215676905440328
17-0315,NF000734,Pribilof,0.9967969747242714,0.47039438811199946
17-0316,NF000735,Pribilof,0.999567251537744,1.1213707208090309
17-0317,NF000736,StMatthew,0.9785141553849329,-0.3803104533204927
17-0342,NF000737,StMatthew,0.9996699054665397,0.6561896712789613
17-0343,NF000738,Pribilof,0.999406994891707,0.9407697501954152
17-0344,NF000739,StMatthew,0.9997300663423782,-0.4172119873161387
17-0345,NF000740,StMatthew,0.9995348942654463,-1.2869233526921702
17-0347,NF000742,StMatthew,0.9969387790005095,0.7665393509987403
17-0351,NF000743,Pribilof,0.9996019342035866,-0.17216795912391497
17-0353,NF000745,Pribilof,0.9999130546735165,0.9469123673123033
17-0355,NF000746,StMatthew,0.9974345015027393,-0.4068317217407034
17-0356,NF000747,StMatthew,0.9989414072587295,-0.7122018960436821
17-0357,NF000748,Pribilof,0.9999434022284958,0.5396845092378995
17-0359,NF000750,Semidi,0.999942969962346,0.8651842591923488
17-0361,NF000752,Semidi,0.9886486329487683,1.3091029687000528
17-0362,NF000753,Semidi,0.9979639309625321,0.809477790942731
17-0364,NF000754,Chagulak,0.9998954436026077,-0.12172432540389072
17-0365,NF000755,StMatthew,0.9961865963842806,0.798948638454775
17-0366,NF000756,Semidi,0.9998745435906167,0.1314426650639439
17-0368,NF000758,Semidi,0.9981051730522912,0.39267119744704954
17-0370,NF000760,StMatthew,0.9926858660218352,-0.23819802195466663
17-0371,NF000761,StMatthew,0.9900125853681646,0.9830516443193045
17-0372,NF000762,Chagulak,0.999781157014957,-0.020297111818009497
17-0375,NF000765,Semidi,0.9909212719561544,-0.35567369739296945
17-0376,NF000766,Chagulak,0.9994451812131618,0.20883302880094165
17-0377,NF000767,Chagulak,0.9578222988084286,-1.3558371701728984
17-0378,NF000768,Semidi,0.9989199527775046,0.21942580311406615
17-0382,NF000772,Pribilof,0.9899741592569804,1.6097954993300116
17-0384,NF000774,Chagulak,0.9995695343433686,0.3421816967484324
17-0387,NF000777,Semidi,0.9996447702226872,1.6258922637414832
17-0391,NF000781,Semidi,0.9989430361098984,0.7462069725810497
17-0393,NF000783,Chagulak,0.9997277127691632,0.05759163084320709
17-0395,NF000785,Semidi,0.98635050925811385,-0.31346539054070827
17-0396,NF000786,Pribilof,0.9997087518788627,0.8445271294385417
17-0397,NF000787,StMatthew,0.9999683552349627,-1.9781968321377932
17-0399,NF000789,StMatthew,0.9993601557412163,0.930963314026283
17-0400,NF000790,StMatthew,0.9972127255438402,-1.395055311735309
17-0404,NF000794,Pribilof,0.999225170411982,-1.3914087938829383
17-0405,NF000795,StMatthew,0.9998386867721781,-0.5129686176209306
17-0406,NF000796,Pribilof,0.9991420903061659,1.286169023926447
17-0409,NF000798,StMatthew,0.9917535071692716,-0.5286033446020871
17-0410,NF000799,Semidi,0.978368811482622,0.7941475549117146
17-0411,NF000800,Chagulak,0.9993013688573396,0.11405548140979425
17-0412,NF000801,Pribilof,0.9997983451499131,-1.340740787149615
17-0413,NF000802,Semidi,0.999885507934659,0.8526425396211138
17-0413,NF000804,StMatthew,0.9936563168750518,-0.7259587146255846
17-0414,NF000805,Semidi,0.9989116880260608,0.650290484735135
17-0416,NF000806,Semidi,0.9990342604951264,1.026924325279579
18-0034,NF000810,Semidi,0.9999005774016487,0.9155901110989177
18-0035,NF000811,Semidi,0.9985565939852304,1.3275527354021655
18-0037,NF000813,Semidi,0.9999986968107072,-2.432469387908737
18-0039,NF000815,Semidi,0.9972610926412294,-0.7613993973631197
18-0040,NF000816,Semidi,0.999932910265782,-0.04374366055800544
18-0041,NF000817,Pribilof,0.9994978697863992,1.6822787299773547
18-0043,NF000818,Semidi,0.9976712661530666,1.043983742812104
18-0044,NF000819,Semidi,0.9962673789888956,1.7486514652109297
18-0046,NF000821,Semidi,0.9976478676551439,0.11500103014072836
18-0059,NF000824,Pribilof,0.9966559507489664,0.9207541317697886
18-0060,NF000825,StMatthew,0.997949895148207,-0.1488520117925792
18-0061,NF000826,StMatthew,0.9999681972832067,0.48948514505183394
18-0063,NF000828,StMatthew,0.9992340925415253,-1.0474697235378325
18-0064,NF000829,Semidi,0.9617129306174249,0.8992190943021429
18-0065,NF000830,StMatthew,0.9990723844221858,0.6071751327284592
18-0066,NF000831,Semidi,0.9999352603451178,1.7145336172197179
18-0067,NF000832,StMatthew,0.999917583412833,0.30414421965977667
18-0069,NF000833,StMatthew,0.9930624446094644,0.7540882757531324
18-0070,NF000834,Semidi,0.9976745920337661,0.44150055003989935
18-0071,NF000835,Semidi,0.9996298208039568,0.37382865540063814
18-0074,NF000838,Semidi,0.9898393739157881,0.21789303209516753
18-0075,NF000839,StMatthew,0.9801510983441365,0.9057040331351591
18-0120,NF000844,Semidi,0.9972202034251908,-0.3950312852414047
18-0121,NF000845,Pribilof,0.9939057074223208,-0.6388097192351916
18-0124,NF000848,StMatthew,0.9985907244746914,0.4806808429364539
18-0127,NF000851,Pribilof,0.9875043705176743,0.3254850141451644
18-0128,NF000852,Pribilof,0.9996041110270596,2.0289566852455243
18-0129,NF000853,StMatthew,0.9932318009362169,1.949740203746655
18-0130,NF000854,Chagulak,0.99907882138541515,1.5865757001881111
14-0538,NF000855,StMatthew,0.9996459239898194,0.20217981544996846
14-0540,NF000857,StMatthew,0.9958642031438364,-0.848939470739555
14-0541,NF000858,Pribilof,0.999976250981305,0.22859032355179126
14-0542,NF000859,StMatthew,0.9926156793316544,-0.0016968404470965846
14-0543,NF000860,Semidi,0.9988667047057077,1.3201346255655706
14-0544,NF000861,Chagulak,0.9995461664778229,-0.3540120484884819
14-0545,NF000862,Pribilof,0.999002813965263,2.4534902661550113
14-0688,NF000863,Chagulak,0.9249192644062496,1.4206154431593585
14-0689,NF000864,Semidi,0.9973152372205034,1.1701982252101206
14-0690,NF000865,Pribilof,0.9982292737320113,1.1758797236182454
14-0692,NF000867,Semidi,0.9613230053740053,1.713460993869688
14-0693,NF000868,Pribilof,0.9987493909520072,-0.3094796435920842
14-0694,NF000869,Semidi,0.9883739123981812,1.73401992488629
14-0696,NF000871,Pribilof,0.9978222971142153,1.449260897808983
14-0699,NF000874,StMatthew,0.9999857019446764,-0.427232801901807
14-0700,NF000875,Pribilof,0.9988368961349313,1.4196075406991955
14-0701,NF000876,Pribilof,0.9926007626477854,2.2582193324847903
14-0702,NF000877,StMatthew,0.999836860901697,-0.3121946964793114
14-0703,NF000878,StMatthew,0.9998920119129048,-1.8494245080109135
14-0707,NF000882,StMatthew,0.9996676005532971,2.4274089064586204
14-0708,NF000883,Semidi,0.9940203960043932,-0.49519905860609226
14-0709,NF000884,Semidi,0.9990502385443844,1.5257564048589143
14-0710,NF000885,Pribilof,0.9999819134844424,0.15808963568393533
14-0711,NF000886,StMatthew,0.9998307759893326,-1.032798007086447
14-0712,NF000887,Semidi,0.9528804296938187,1.9079148754988675
14-0714,NF000889,Pribilof,0.9997975269380366,-2.337488158102454
14-0716,NF000891,Semidi,0.9998470009415501,-1.0951463977287952
14-0717,NF000892,Chagulak,0.9187432662738962,0.6516674747188714
14-0718,NF000893,Chagulak,0.9972384378956888,1.2547357658021243
14-0719,NF000894,Semidi,0.9999535103712034,-1.41143705514592
14-0720,NF000895,Semidi,0.9999415210414216,0.5345047220998542
14-0722,NF000897,StMatthew,0.999141778701538,-0.41873661670793966
14-0723,NF000898,Semidi,0.9993322893956328,0.3252629239164425
14-0724,NF000899,Semidi,0.9995583395704182,0.8592547966714627
14-0725,NF000900,Pribilof,0.9996300570778486,1.538219497690303
14-0726,NF000901,Semidi,0.9971079467258707,0.7915127344982475
14-0729,NF000904,StMatthew,0.9998932896332814,0.9637016501149502
14-0731,NF000906,Pribilof,0.9999238869425446,1.2323827935093767
14-0732,NF000907,StMatthew,0.9998982836971061,0.7990354142695193
14-0733,NF000908,Chagulak,0.9987416634793105,0.8214868821147838
15-0138,NF000909,Pribilof,0.9949781452511979,1.4384385366116752
15-0139,NF000910,Semidi,0.9142371663896914,1.0420088456372911
15-0140,NF000911,Semidi,0.9739346449293239,1.220281238159598
15-0141,NF000912,Chagulak,0.9973716960095007,-0.4692109276345529
15-0146,NF000916,Pribilof,0.9936665295671739,1.9407564270210134
15-0148,NF000918,StMatthew,0.9990981407694443,0.4795106438090764
15-0150,NF000919,Pribilof,0.9878159312928084,1.2741473973034065
15-0151,NF000920,StMatthew,0.9998927309264121,-0.08350963029133499
15-0156,NF000922,Pribilof,0.998938204730811,-0.5395341460131945
15-0157,NF000923,Pribilof,0.9958360511929728,-0.3575306531561227
15-0158,NF000924,Semidi,0.9974614996166108,1.5797953694594684
15-0159,NF000925,Semidi,0.9682863993317243,1.759551675411233
15-0160,NF000926,Pribilof,0.9982995369287586,0.38564577463717187
15-0161,NF000927,Semidi,0.999531969481586,-0.4775095306392107
15-0162,NF000928,Semidi,0.984239896688119,0.5114789228981176
15-0163,NF000929,Pribilof,0.9956219072960278,0.3997245572523136
15-0164,NF000930,StMatthew,0.9957766353101186,1.6755379883242008
15-0166,NF000932,Pribilof,0.9062871217140835,2.2688219573284067
15-0170,NF000934,StMatthew,0.9956709075971187,0.32257704248226926
16-0195,NF000936,StMatthew,0.9988367509903271,-0.9762307672203683
16-0225,NF000937,Semidi,0.9984249490285478,0.7657362520065354
16-0227,NF000939,Pribilof,0.9796247807044379,1.9803393604466426
16-0230,NF000941,Pribilof,0.9991223283236733,0.4832531120059585
16-0231,NF000942,Pribilof,0.9997921157203498,-0.9247121580554749
16-0232,NF000943,Semidi,0.9997923376553548,0.3233770769192856
16-0233,NF000944,StMatthew,0.9994090017680339,0.7992422098269281
16-0236,NF000947,StMatthew,0.9902205006232687,-0.00548227052210409
16-0580,NF000948,Pribilof,0.9950080537885806,1.2392419034560036
16-0581,NF000949,Semidi,0.9417450242787055,-0.5282750250268644
16-0584,NF000952,StMatthew,0.998452385657067,-0.44584436653909015
16-0585,NF000953,Semidi,0.9999603995303539,0.06747253656270383
16-0587,NF000955,Chagulak,0.9605213119513677,0.1739443731896987
16-0588,NF000956,Semidi,0.9979976422353217,0.9381485867970702
16-0589,NF000957,Semidi,0.999834203053475,0.37536961758654036
16-0591,NF000959,StMatthew,0.999996952658887,-1.269479446386433
16-0612,NF000961,Semidi,0.9999727829714595,-0.507317177236072
16-0613,NF000962,Semidi,0.9999212673414527,1.180469227987563
16-0615,NF000964,Semidi,0.9930492296009302,-0.17403692579692923
16-0617,NF000966,StMatthew,0.998757102582205,1.3658646153221743
16-0618,NF000967,Semidi,0.9919432734893738,0.5130905707866328
16-0619,NF000968,Pribilof,0.9996166159871187,2.45320390702222
16-0622,NF000971,Semidi,0.9998654672286711,1.4991375320682876
16-0623,NF000972,Semidi,0.9980133049905301,-0.06682368091407939
16-0624,NF000973,Semidi,0.9999967184763142,0.23006597461266742
16-0625,NF000974,Semidi,0.999899446687153,-0.6536988170280874
16-0629,NF000977,Chagulak,0.9999171239939464,0.8002277393649727
16-0630,NF000978,Semidi,0.9932597381270892,1.3555740211383573
16-0631,NF000979,Semidi,0.9999973583745501,0.17296545830199192
16-0633,NF000981,Semidi,0.9999200489798811,-0.2131425352347162
16-0635,NF000983,Semidi,0.9984415545281409,0.4084758889499949
16-0636,NF000984,StMatthew,0.9913563292535499,0.726443864000358
16-0637,NF000985,Pribilof,0.9994153311882997,1.14974820657909
16-0640,NF000988,Pribilof,0.9982112443015014,0.6138721329271267
16-0642,NF000990,Semidi,0.999914569583563,1.113227623256199
16-0643,NF000991,Semidi,0.9999712433070079,-0.9325744961861617
16-0645,NF000993,StMatthew,0.9888126488086532,1.175769586694462
16-0650,NF000996,Pribilof,0.9993577255572242,1.1066811805178098
16-0652,NF000998,Pribilof,0.9983164773320748,2.0698849627133744
16-0653,NF000999,Pribilof,0.9822766715334057,0.6536470499087287
16-0657,NF001003,StMatthew,0.9877502885545056,-0.03144019794108469
16-0658,NF001004,Pribilof,0.9999839641804946,0.17502226779026211
16-0660,NF001006,StMatthew,0.9846525559971201,-0.07097865512632151
16-0662,NF001008,Pribilof,0.9978912464800511,0.8535778613531879
16-0663,NF001009,Pribilof,0.9983010330492371,-0.36197644507039306
16-0667,NF001013,Semidi,0.9986614509584714,1.441652860712703
16-0670,NF001016,StMatthew,0.9999060179303156,0.9981906734514059
15-0397,NF001017,Pribilof,0.999562030724366,0.6090627569051699
15-0410,NF001019,Pribilof,0.9937626150360969,1.1795153365916136
15-0420,NF001021,Chagulak,0.9992801627216731,1.0119267234953326
15-0422,NF001023,Pribilof,0.9990427279869224,1.976989192678391
15-0423,NF001024,Pribilof,0.9943296047968858,0.38266766451501943
15-0424,NF001025,Pribilof,0.9980573568258646,2.4782203335006447
15-0427,NF001028,Chagulak,0.999199947984357,1.1904963043834593
15-0428,NF001029,Semidi,0.9999358605464677,1.3013087825188356
15-0429,NF001030,StMatthew,0.9987525815734462,-0.05083451245740101
15-0430,NF001031,Chagulak,0.9990431597560409,0.5567826319759885
15-0432,NF001033,Semidi,0.9968138814346819,1.2251070262005386
15-0433,NF001034,Pribilof,0.9964626549760279,0.9014167938204712
15-0454,NF001035,Semidi,0.9999880527460502,0.0954335802453575
15-0456,NF001037,Pribilof,0.9966816984413133,0.7767248778165864
16-0034,NF001041,Pribilof,0.998501600953092,0.5436736643647615
16-0036,NF001042,Semidi,0.9999185388376134,0.7884399884450959
16-0038,NF001044,Pribilof,0.9947053478438728,0.20909572503696042
16-0039,NF001045,StMatthew,0.9989953259137953,-0.1867271716902441
16-0040,NF001046,Semidi,0.9999946975724371,1.2835843650333072
16-0042,NF001048,Semidi,0.9996576294639766,1.3092694915640029
16-0043,NF001049,Pribilof,0.993892523801242,0.8502303197324358
16-0044,NF001050,Semidi,0.999915555908338,1.1380581746251621
16-0045,NF001051,StMatthew,0.9999045472990982,-1.7280422620737996
16-0047,NF001053,StMatthew,0.9875659121667334,-0.735227592119548
16-0048,NF001054,StMatthew,0.9952811183750823,0.22621135983159707
16-0050,NF001055,StMatthew,0.969115085721446,1.094239256386995
16-0053,NF001058,StMatthew,0.9996503346584046,1.3088417996354222
16-0055,NF001060,Semidi,0.9976948473715292,-1.9766613693923702
16-0056,NF001061,Pribilof,0.9999936883553924,0.06402424439830177
16-0057,NF001062,Chagulak,0.999272415470396,-0.9510337834035574
16-0059,NF001064,Chagulak,0.9995457135479945,0.7792651924387983
16-0060,NF001065,Semidi,0.9988123966636997,0.04201172900066872
16-0061,NF001066,Pribilof,0.984305264788308,2.0364939507225963
16-0062,NF001067,Pribilof,0.9999835618333685,0.4248477998893938
16-0063,NF001068,Semidi,0.9885564239062421,1.973400450451645
16-0064,NF001069,Chagulak,0.9852376594200288,2.0687411746672537
16-0065,NF001070,Chagulak,0.9996980900226621,0.9620600332439623
16-0156,NF001072,Semidi,0.9998831532585769,-1.0528609083831921
16-0157,NF001073,Pribilof,0.9991082810574624,1.8236379751159997
16-0159,NF001074,StMatthew,0.997190754290138,-0.4510009188641649
16-0162,NF001076,StMatthew,0.9987105653449071,0.6792593208330672
16-0163,NF001077,StMatthew,0.9996929641865364,1.5585421713348782
16-0164,NF001078,Chagulak,0.9999013149008371,-0.19515725798160174
16-0168,NF001080,Semidi,0.9984788267245929,0.2920189575907088
16-0170,NF001082,StMatthew,0.9851463030854737,0.3637614706428359
16-0173,NF001085,Semidi,0.9997845090314301,1.3711325757554425
16-0179,NF001088,Semidi,0.9977025299828934,-1.1174958214508224
16-0180,NF001089,Chagulak,0.9956498152369727,0.7798598680971534
16-0182,NF001091,Semidi,0.9999876283909046,0.7712617255966052
16-0186,NF001092,Pribilof,0.9981364200388537,0.8822354101055584
16-0187,NF001093,Chagulak,0.994274308902091,0.44182229652344435
16-0191,NF001094,Pribilof,0.9982676598367123,0.39475039750523494
16-0192,NF001095,Semidi,0.9993642830704585,-0.25987243220186146
16-0193,NF001096,Pribilof,0.9993042388123748,-0.6941263980796941
15-0176,NF001100,StMatthew,0.985165199334579,2.1556775473937044
15-0177,NF001101,Semidi,0.9987242128050335,1.2750762188325564
15-0262,NF001102,Pribilof,0.9999974177059168,0.7201381397459166
15-0263,NF001103,Semidi,0.9999967625188839,0.3362396190723416
15-0264,NF001104,Chagulak,0.9826458502408896,0.933118817409885
15-0265,NF001105,Semidi,0.9994591598878728,1.142052401394877
15-0266,NF001106,Semidi,0.9999926061324248,1.0280973393253787
15-0267,NF001107,Semidi,0.9986863661010115,0.363888474687841
15-0269,NF001109,Semidi,0.9974212618244082,0.8691105716767821
15-0270,NF001110,Semidi,0.9998730894326274,-0.24440950336981668
15-0272,NF001112,StMatthew,0.9936177610709286,0.09183726873000654
15-0273,NF001113,Pribilof,0.9999990716389318,-0.8385148551503172
15-0274,NF001114,Chagulak,0.9996423092037502,1.4224045974273223
15-0277,NF001116,StMatthew,0.9988644303517286,0.20992795301117542
15-0278,NF001117,StMatthew,0.9633005073888022,1.4199822516700926
15-0280,NF001119,Pribilof,0.9967147757925219,0.153349550238389
15-0283,NF001122,Semidi,0.9999228784790478,0.4545243096964062
15-0284,NF001123,Pribilof,0.998207884833247,0.9033039784665169
15-0287,NF001126,Semidi,0.9997338513959427,0.8067416321697976
15-0337,NF001128,Pribilof,0.9999359581972879,-1.1275051615263687
15-0339,NF001130,StMatthew,0.9999923010792012,-1.0045762495971575
15-0340,NF001131,Pribilof,0.998414554313613,-1.0526913377482339
15-0341,NF001132,StMatthew,0.9559909216670338,0.5976495545464049
15-0342,NF001133,Pribilof,0.9999677621468543,0.45902401716773755
15-0345,NF001136,Semidi,0.9961979833397921,-0.15874909173355126
15-0347,NF001138,Semidi,0.9999979274543114,0.18439146350336785
15-0348,NF001139,Semidi,0.9906408528281542,1.6229859280414494
15-0349,NF001140,Semidi,0.9997563262732005,0.13791246182255024
15-0350,NF001141,Chagulak,0.9748160848687262,1.1234162258083118
15-0353,NF001143,StMatthew,0.9900894581047605,0.4603869585118584
15-0354,NF001144,Pribilof,0.999849664091244,0.17619337234886798
15-0355,NF001145,Semidi,0.9994793375184094,0.09639319432817146
